,ID,Name,Reaction,Flux,Sensitivity
859,HCO3Em_Neuron,HCO3 equilibration reaction Neuron,co2[mN] + h2o[mN] <=> h[mN] + hco3[mN],3.3239282164113625e-29,0.0
860,HEX1_Neuron,hexokinase (D-glucose:ATP) Neuron,atp[cN] + glc-D[cN] --> adp[cN] + g6p[cN] + h[cN],1.8823,1.7763568394002505e-15
861,HIBDm_Neuron,"3-hydroxyisobutyrate dehydrogenase, mitochondrial Neuron",3hmp[mN] + nad[mN] <=> 2mop[mN] + h[mN] + nadh[mN],-1.1743200289695877e-28,1.4988010832439613e-15
862,HMBS_Neuron,hydroxymethylbilane synthase Neuron,h2o[cN] + 4.0 ppbng[cN] --> hmbil[cN] + 4.0 nh4[cN],0.0,-6.217248937900877e-15
863,HMGCOASim_Neuron,Hydroxymethylglutaryl CoA synthase (ir) Neuron,aacoa[mN] + accoa[mN] + h2o[mN] --> coa[mN] + h[mN] + hmgcoa[mN],10.802599999999964,2.3869795029440866e-15
864,HMGLm_Neuron,hydroxymethylglutaryl-CoA lyase Neuron,hmgcoa[mN] --> acac[mN] + accoa[mN],10.802599999999964,0.0
865,HPROxm_Neuron,"L-hydroxyproline dehydrogenase (NAD), mitochondrial Neuron",4hpro-LT[mN] + nad[mN] --> 1p3h5c[mN] + 2.0 h[mN] + nadh[mN],0.0,0.0
866,Ht_Neuron,proton diffusion Neuron,h[cN] --> h[I],0.0,-1.2989609388114332e-14
867,Htm_Neuron,Uncoupling protein Neuron,h[cN] --> h[mN],0.0,-0.4999999999999958
868,ICDHxm_Neuron,Isocitrate dehydrogenase (NAD+) Neuron,icit[mN] + nad[mN] --> akg[mN] + co2[mN] + nadh[mN],0.0,-0.4999999999999929
869,ICDHyrm_Neuron,Isocitrate dehydrogenase (NADP+) Neuron,icit[mN] + nadp[mN] <=> akg[mN] + co2[mN] + nadph[mN],10.802599999999964,8.881784197001252e-16
870,ILETA_Neuron,isoleucine transaminase Neuron,akg[cN] + ile-L[cN] <=> 3mop[cN] + glu-L[cN],0.0,0.0
871,ILETAm_Neuron,"isoleucine transaminase, mitochondrial Neuron",akg[mN] + ile-L[mN] <=> 3mop[mN] + glu-L[mN],3.3239282164113625e-29,-0.0
872,ILEt5m_Neuron,Isoleucine mitochondrial transport Neuron,ile-L[cN] <=> ile-L[mN],3.3239282164113625e-29,-0.0
873,ILEtec_Neuron,L-isoleucine transport via diffusion (extracellular to cytosol) Neuron,ile-L[I] <=> ile-L[cN],3.3239282164113625e-29,-0.0
874,IMACTD_m_Neuron,Imidazole acetaldeyde dehydrogenase (mito) Neuron,h2o[mN] + im4act[mN] + nad[mN] --> 2.0 h[mN] + im4ac[mN] + nadh[mN],0.0,-1.1102230246251565e-16
875,ITCOAL1m_Neuron,"Itaconate--CoA ligase (GDP-forming), mitochondrial Neuron",coa[mN] + gtp[mN] + itacon[mN] <=> gdp[mN] + itaccoa[mN] + pi[mN],0.0,0.0
876,ITCOALm_Neuron,"Itaconate--CoA ligase (ADP-forming), mitochondrial Neuron",atp[mN] + coa[mN] + itacon[mN] <=> adp[mN] + itaccoa[mN] + pi[mN],0.0,-0.0
877,Kt1r_Neuron,potassium transport via uniport (facilitated diffusion) Neuron,k[I] <=> k[cN],-233.9963999999989,-0.0
878,L-LACt2r_Neuron,L-lactate reversible transport via proton symport Neuron,h[I] + lac-L[I] --> h[cN] + lac-L[cN],7.037999999999805,3.3280069439011436e-31
879,L-LACtm_Neuron,"L-lactate transport, mitochondrial Neuron",h[cN] + lac-L[cN] --> h[mN] + lac-L[mN],0.0,0.4999999999999687
880,LCADi_Dm_Neuron,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-D[mN] + nad[mN] --> 2.0 h[mN] + lac-D[mN] + nadh[mN],0.0,-1.1102230246251565e-16
881,LCADim_Neuron,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-L[mN] + nad[mN] --> 2.0 h[mN] + lac-L[mN] + nadh[mN],0.0,3.3306690738754696e-16
882,LCYSTATm_Neuron,"L-Cysteate:2-oxoglutarate aminotransferase, mitochondrial Neuron",Lcyst[mN] + akg[mN] <=> 3spyr[mN] + glu-L[mN],0.0,-0.0
883,LDH_L_Neuron,L-lactate dehydrogenase Neuron,lac-L[cN] + nad[cN] --> h[cN] + nadh[cN] + pyr[cN],7.037999999999805,-6.106226635438361e-16
884,LDH_Lm_Neuron,L-lactate dehydrogenase Neuron,lac-L[mN] + nad[mN] --> h[mN] + nadh[mN] + pyr[mN],0.0,1.4988010832439613e-15
885,LEUTA_Neuron,leucine transaminase Neuron,akg[cN] + leu-L[cN] <=> 4mop[cN] + glu-L[cN],0.0,0.0
886,LEUTAm_Neuron,"leucine transaminase, mitochondrial Neuron",akg[mN] + leu-L[mN] <=> 4mop[mN] + glu-L[mN],0.0,3.552713678800501e-15
887,LEUt5m_Neuron,leucine mitochondrial transport Neuron,leu-L[cN] <=> leu-L[mN],0.0,-0.0
888,LEUtec_Neuron,L-leucine transport via diffusion (extracellular to cytosol) Neuron,leu-L[I] <=> leu-L[cN],0.0,-0.0
889,LSOProd_Neuron,Lumped superoxide production Neuron,focytC[mN] + o2[mN] --> ficytC[mN] + o2s[mN],0.0,-0.4999999999999966
890,LYStiDF_Neuron,L-lysine transport via diffusion (extracellular to cytosol) Neuron,lys-L[I] <=> lys-L[cN],0.0,-0.0
891,LYStm_Neuron,Lysine mitochondrial transport via ornithine carrier Neuron,h[mN] + lys-L[cN] <=> h[cN] + lys-L[mN],0.0,1.4432899320127035e-15
892,MALSO3tm_Neuron,"Malate:sulfite antiport, mitochondrial Neuron",mal-L[cN] + so3[mN] <=> mal-L[mN] + so3[cN],0.0,-8.881784197001252e-16
893,MALSO4tm_Neuron,"Malate:sulfate antiport, mitochondrial Neuron",mal-L[cN] + so4[mN] <=> mal-L[mN] + so4[cN],0.0,0.0
894,MALTSULtm_Neuron,"Malate:thiosulfate antiport, mitochondrial Neuron",mal-L[cN] + tsul[mN] <=> mal-L[mN] + tsul[cN],0.0,-0.0
895,MALtm_Neuron,"malate transport, mitochondrial Neuron",mal-L[cN] + pi[mN] <=> mal-L[mN] + pi[cN],-1.7904751560243697e-13,3.885780586188048e-16
896,MCCCrm_Neuron,"methylcrotonoyl-CoA carboxylase, mitochondrial Neuron",3mb2coa[mN] + atp[mN] + hco3[mN] <=> 3mgcoa[mN] + adp[mN] + h[mN] + pi[mN],0.0,-5.551115123125783e-17
897,MDH_Neuron,malate dehydrogenase Neuron,mal-L[cN] + nad[cN] <=> h[cN] + nadh[cN] + oaa[cN],-10.802599999999805,1.0047518372857667e-14
898,MDHm_Neuron,"malate dehydrogenase, mitochondrial Neuron",mal-L[mN] + nad[mN] <=> h[mN] + nadh[mN] + oaa[mN],21.60519999999977,-2.7755575615628914e-16
899,ME2m_Neuron,"malic enzyme (NADP), mitochondrial Neuron",mal-L[mN] + nadp[mN] --> co2[mN] + nadph[mN] + pyr[mN],0.0,2.6645352591003757e-15
900,MECOALm_Neuron,"mesaconate--CoA ligase (ADP-forming), mitochondrial Neuron",atp[mN] + coa[mN] + mescon[mN] <=> adp[mN] + mescoa[mN] + pi[mN],0.0,-0.0
901,MECOAS1m_Neuron,mesaconate--CoA ligase (GDP-forming) Neuron,coa[mN] + gtp[mN] + mescon[mN] <=> gdp[mN] + mescoa[mN] + pi[mN],0.0,0.0
902,MGCHrm_Neuron,"methylglutaconyl-CoA hydratase (reversible), mitochondrial Neuron",3mgcoa[mN] + h2o[mN] <=> hmgcoa[mN],0.0,-0.0
903,MMCDm_Neuron,"Methylmalonyl-CoA decarboxylase, mitochondrial Neuron",h[mN] + mmcoa-S[mN] --> co2[mN] + ppcoa[mN],0.0,-1.999999999999996
904,MMEm_Neuron,methylmalonyl-CoA epimerase/racemase Neuron,mmcoa-R[mN] <=> mmcoa-S[mN],-3.3239282164113625e-29,-0.0
905,MMMm_Neuron,methylmalonyl-CoA mutase Neuron,mmcoa-R[mN] <=> succoa[mN],3.3239282164113625e-29,0.0
906,MMSAD1m_Neuron,methylmalonate-semialdehyde dehydrogenase Neuron,2mop[mN] + coa[mN] + nad[mN] --> co2[mN] + nadh[mN] + ppcoa[mN],0.0,-2.5
907,MMSAD3m_Neuron,"methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde), mitochondrial Neuron",coa[mN] + msa[mN] + nad[mN] --> accoa[mN] + co2[mN] + nadh[mN],0.0,-1.0658141036401503e-14
908,MTHFCm_Neuron,"methenyltetrahydrifikate cyclohydrolase, mitochondrial Neuron",h2o[mN] + methf[mN] <=> 10fthf[mN] + h[mN],-5.001426880098851e-15,0.0
909,MTHFDm_Neuron,"methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial Neuron",mlthf[mN] + nadp[mN] <=> methf[mN] + nadph[mN],-1.1292483152273527e-14,0.0
910,NABTNOm_Neuron,N4-Acetylaminobutanal:NAD+ oxidoreductase (m) Neuron,h2o[mN] + n4abutn[mN] + nad[mN] --> 4aabutn[mN] + 2.0 h[mN] + nadh[mN],0.0,-1.1102230246251565e-16
911,NADH2-u10m_Neuron,"NADH dehydrogenase, mitochondrial Neuron",5.0 h[mN] + nadh[mN] + q10[mN] --> 4.0 h[cN] + nad[mN] + q10h2[mN],54.01299999999981,0.0
912,NDPK10m_Neuron,"nucleoside-diphosphate kinase (ATP:dIDP), mitochondrial Neuron",atp[mN] + didp[mN] <=> adp[mN] + ditp[mN],0.0,-0.0
913,NDPK1m_Neuron,"nucleoside-diphosphate kinase (ATP:GDP), mitochondrial Neuron",atp[mN] + gdp[mN] <=> adp[mN] + gtp[mN],0.0,0.0
914,NDPK2m_Neuron,"nucleoside-diphosphate kinase (ATP:UDP), mitochondrial Neuron",atp[mN] + udp[mN] <=> adp[mN] + utp[mN],0.0,-0.0
915,NDPK3m_Neuron,"nucleoside-diphosphate kinase (ATP:CDP), mitochondrial Neuron",atp[mN] + cdp[mN] <=> adp[mN] + ctp[mN],0.0,-0.0
916,NDPK4m_Neuron,"nucleoside-diphosphate kinase (ATP:dTDP), mitochondrial Neuron",atp[mN] + dtdp[mN] <=> adp[mN] + dttp[mN],0.0,-0.0
917,NDPK5m_Neuron,"nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial Neuron",atp[mN] + dgdp[mN] <=> adp[mN] + dgtp[mN],0.0,-0.0
918,NDPK6m_Neuron,"nucleoside-diphosphate kinase (ATP:dUDP), mitochondrial Neuron",atp[mN] + dudp[mN] <=> adp[mN] + dutp[mN],0.0,-0.0
919,NDPK7m_Neuron,"nucleoside-diphosphate kinase (ATP:dCDP), mitochondrial Neuron",atp[mN] + dcdp[mN] <=> adp[mN] + dctp[mN],0.0,-0.0
920,NDPK8m_Neuron,"nucleoside-diphosphate kinase (ATP:dADP), mitochondrial Neuron",atp[mN] + dadp[mN] <=> adp[mN] + datp[mN],0.0,-0.0
921,NDPK9m_Neuron,"nucleoside-diphosphate kinase (ATP:IDP), mitochondrial Neuron",atp[mN] + idp[mN] <=> adp[mN] + itp[mN],0.0,-0.0
922,NH4t3r_Neuron,ammonia transport via proton antiport Neuron,h[I] + nh4[cN] <=> h[cN] + nh4[I],4.22280000000013,1.776356839400251e-15
923,NMNATm_Neuron,"nicotinamide-nucleotide adenylyltransferase, mitochondrial Neuron",atp[mN] + h[mN] + nmn[mN] --> nad[mN] + ppi[mN],0.0,-5.499999999999927
924,NNATm_Neuron,"nicotinate-nucleotide adenylyltransferase, mitochondrial Neuron",atp[mN] + h[mN] + nicrnt[mN] --> dnad[mN] + ppi[mN],0.0,7.882583474838611e-15
925,NTD1m_Neuron,"5'-nucleotidase (dUMP),mitochondrial Neuron",dump[mN] + h2o[mN] --> duri[mN] + pi[mN],0.0,0.0
926,NTD2m_Neuron,"5'-nucleotidase (UMP), mitochondrial Neuron",h2o[mN] + ump[mN] --> pi[mN] + uri[mN],0.0,0.0
927,NTD5m_Neuron,"5'-nucleotidase (dTMP), mitochondrial Neuron",dtmp[mN] + h2o[mN] --> pi[mN] + thymd[mN],0.0,5.551115123125783e-17
928,NaKt_Neuron,Na+/K+ exchanging ATPase Neuron,atp[cN] + h2o[cN] + 2.0 k[I] + 3.0 na1[cN] --> adp[cN] + h[cN] + 2.0 k[cN] + 3.0 na1[I] + pi[cN],116.99819999999946,0.0
929,O2St_Neuron,superoxide anion transport via diffusion (extracellular) Neuron,o2s[cN] <=> o2s[I],0.0,-0.0
930,O2Stm_Neuron,superoxide anion transport via diffusion (mitochondria) Neuron,o2s[cN] <=> o2s[mN],0.0,0.0
931,O2t_Neuron,o2 transport (diffusion) Neuron,o2[I] <=> o2[cN],32.407799999999924,0.0
932,O2tm_Neuron,O2 transport (diffusion) Neuron,o2[cN] <=> o2[mN],32.407799999999924,0.0
933,OCOAT1m_Neuron,3-oxoacid CoA-transferase Neuron,acac[mN] + succoa[mN] <=> aacoa[mN] + succ[mN],10.802599999999964,0.0
934,OIVD1m_Neuron,"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial Neuron",4mop[mN] + coa[mN] + nad[mN] --> co2[mN] + ivcoa[mN] + nadh[mN],0.0,0.0
935,OIVD2m_Neuron,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial Neuron",3mob[mN] + coa[mN] + nad[mN] --> co2[mN] + ibcoa[mN] + nadh[mN],-1.1743200289695877e-28,0.0
936,OIVD3m_Neuron,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial Neuron",3mop[mN] + coa[mN] + nad[mN] --> 2mbcoa[mN] + co2[mN] + nadh[mN],3.3239282164113625e-29,0.0
937,ORNTArm_Neuron,ornithine transaminase reversible (m) Neuron,akg[mN] + orn[mN] <=> glu-L[mN] + glu5sa[mN],0.0,-0.0
938,ORNt3m_Neuron,ornithine mitochondrial transport via proton antiport Neuron,h[cN] + orn[mN] <=> h[mN] + orn[cN],0.0,3.3306690738754696e-16
939,ORNt4m_Neuron,ornithine mitochondrial transport exchange with citruline Neuron,citr-L[cN] + h[cN] + orn[mN] <=> citr-L[mN] + h[mN] + orn[cN],0.0,6.661338147750939e-16
940,ORNtiDF_Neuron,ornithine transport via diffusion (extracellular to cytosol) Neuron,orn[I] --> orn[cN],0.0,-1.0658141036401503e-14
941,P45011A1m_Neuron,"Cytochrome P450 11A1, mitochondrial [Precursor] Neuron",chsterol[mN] + h[mN] + nadph[mN] + 2.0 o2[mN] --> 4mptnl[mN] + 2.0 h2o[mN] + nadp[mN] + prgnlone[mN],0.0,-5.499999999999975
942,P5CDm_Neuron,"1-pyrroline-5-carboxylate dehydrogenase, mitochondrial Neuron",1pyr5c[mN] + 2.0 h2o[mN] + nad[mN] --> glu-L[mN] + h[mN] + nadh[mN],0.0,-2.7755575615628914e-16
943,PCFLOPm_Neuron,phosphatidylcholine flippase Neuron,atp[cN] + h2o[cN] + pchol_hs[mN] --> adp[cN] + h[cN] + pchol_hs[cN] + pi[cN],0.0,-1.9999999999999831
944,PDHm_Neuron,pyruvate dehydrogenase Neuron,coa[mN] + nad[mN] + pyr[mN] --> accoa[mN] + co2[mN] + nadh[mN],10.802599999999964,0.0
945,PEFLIP_Neuron,phosphatidylethanolamine flippase Neuron,atp[cN] + h2o[cN] + pe_hs[I] --> adp[cN] + h[cN] + pe_hs[cN] + pi[cN],0.0,-1.9999999999999831
946,PEFLIPm_Neuron,phosphatidylethanolamine flippase Neuron,atp[cN] + h2o[cN] + pe_hs[cN] --> adp[cN] + h[cN] + pe_hs[mN] + pi[cN],0.0,-2.4999999999999596
947,PETOHMm_hs_Neuron,phosphatidylethanolamine N-methyltransferase Neuron,3.0 amet[mN] + pe_hs[mN] --> 3.0 ahcys[mN] + 3.0 h[mN] + pchol_hs[mN],0.0,4.3298697960381105e-15
948,PFK_Neuron,phosphofructokinase Neuron,atp[cN] + f6p[cN] --> adp[cN] + fdp[cN] + h[cN],1.8822999999999999,1.7763568394002505e-15
949,PGI_Neuron,glucose-6-phosphate isomerase Neuron,g6p[cN] <=> f6p[cN],1.8823,-2.842170943040401e-14
950,PGK_Neuron,phosphoglycerate kinase Neuron,3pg[cN] + atp[cN] <=> 13dpg[cN] + adp[cN],-3.7645999999999997,6.661338147750939e-16
951,PGL_Neuron,6-phosphogluconolactonase Neuron,6pgl[cN] + h2o[cN] --> 6pgc[cN] + h[cN],0.0,2.7755575615628914e-16
952,PGM_Neuron,phosphoglycerate mutase Neuron,2pg[cN] <=> 3pg[cN],-3.7645999999999997,-0.0
953,PHCDm_Neuron,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase Neuron,1p3h5c[mN] + 2.0 h2o[mN] + nad[mN] --> e4hglu[mN] + h[mN] + nadh[mN],0.0,-2.7755575615628914e-16
954,PHCHGSm_Neuron,"L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde, mitochondrial Neuron",1p3h5c[mN] + h2o[mN] + h[mN] <=> 4hglusa[mN],0.0,-6.106226635438361e-16
955,PHEMEtm_Neuron,Heme transport to cytosol Neuron,pheme[mN] <=> pheme[cN],0.0,0.0
956,PHETA1m_Neuron,phenylalanine transaminase (m) Neuron,akg[mN] + phe-L[mN] <=> glu-L[mN] + phpyr[mN],0.0,-0.0
957,PIt2m_Neuron,"phosphate transporter, mitochondrial Neuron",h[cN] + pi[cN] <=> h[mN] + pi[mN],151.2363999999992,-5.551115123125783e-17
958,PIt7_Neuron,phosphate transport in/out via three Na+ symporter Neuron,3.0 na1[I] + pi[I] <=> 3.0 na1[cN] + pi[cN],0.0,0.0
959,PNTKm_Neuron,pantothenate kinase (mitochondrial) Neuron,atp[mN] + pnto-R[mN] --> 4ppan[mN] + adp[mN] + h[mN],0.0,-2.4999999999999636
960,PPA_Neuron,inorganic diphosphatase Neuron,h2o[cN] + ppi[cN] --> h[cN] + 2.0 pi[cN],0.0,-1.8984813721090177e-14
961,PPA2m_Neuron,"inorganic triphosphatase, mitochondrial Neuron",h2o[mN] + pppi[mN] --> h[mN] + pi[mN] + ppi[mN],0.0,2.942091015256665e-15
962,PPAm_Neuron,inorganic diphosphatase Neuron,h2o[mN] + ppi[mN] --> h[mN] + 2.0 pi[mN],5.505133758088622e-15,0.0
963,PPAt_Neuron,"Propionate transport, diffusion Neuron",ppa[I] --> ppa[cN],0.0,-4.3937735849056345
964,PPAtm_Neuron,"Propionate transport, diffusion Neuron",ppa[cN] --> ppa[mN],0.0,0.0
965,PPBNGS_Neuron,porphobilinogen synthase Neuron,2.0 5aop[cN] --> 2.0 h2o[cN] + h[cN] + ppbng[cN],0.0,1.1657341758564144e-15
966,PPCOACm_Neuron,"Propionyl-CoA carboxylase, mitochondrial Neuron",atp[mN] + hco3[mN] + ppcoa[mN] --> adp[mN] + h[mN] + mmcoa-S[mN] + pi[mN],3.3239282164113625e-29,6.827871601444713e-15
967,PPCOAOm_Neuron,"Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial Neuron",fad[mN] + ppcoa[mN] --> fadh2[mN] + prpncoa[mN],0.0,-8.881784197001252e-16
968,PPPG9tm_Neuron,protoporphyrinogen IX mitochondrial transport Neuron,pppg9[cN] <=> pppg9[mN],0.0,0.0
969,PPPGOm_Neuron,"protoporphyrinogen oxidase, mitochondrial Neuron",3.0 o2[mN] + 2.0 pppg9[mN] --> 6.0 h2o[mN] + 2.0 ppp9[mN],0.0,-1.7985612998927536e-14
970,PRGNLONEtm_Neuron,pregnenolone intracellular transport Neuron,prgnlone[cN] <=> prgnlone[mN],0.0,0.0
971,PRO1xm_Neuron,"proline oxidase (NAD), mitochondrial Neuron",nad[mN] + pro-L[mN] --> 1pyr5c[mN] + 2.0 h[mN] + nadh[mN],0.0,-7.66053886991358e-15
972,PROD2m_Neuron,Proline dehydrogenase (m) Neuron,fad[mN] + pro-L[mN] --> 1pyr5c[mN] + fadh2[mN] + h[mN],0.0,-1.9999999999999982
973,PROt2r_Neuron,L-proline reversible transport via proton symport Neuron,h[I] + pro-L[I] <=> h[cN] + pro-L[cN],0.0,3.3280069439011436e-31
974,PROtm_Neuron,"L-proline transport, mitochondrial Neuron",pro-L[cN] <=> pro-L[mN],0.0,-0.0
975,PRPNCOAHYDm_Neuron,Propenoyl-CoA hydrolase (m) Neuron,h2o[mN] + prpncoa[mN] --> 3hpcoa[mN],0.0,8.881784197001252e-16
976,PSFLIP_Neuron,phosphatidylserine flippase Neuron,atp[cN] + h2o[cN] + ps_hs[I] --> adp[cN] + h[cN] + pi[cN] + ps_hs[cN],0.0,-1.9999999999999831
977,PSFLIPm_Neuron,phosphatidylserine flippase Neuron,atp[cN] + h2o[cN] + ps_hs[cN] --> adp[cN] + h[cN] + pi[cN] + ps_hs[mN],0.0,-1.9999999999999831
978,PYK_Neuron,pyruvate kinase Neuron,adp[cN] + h[cN] + pep[cN] --> atp[cN] + pyr[cN],3.7645999999999997,0.0
979,PYLALDOXm_Neuron,Perillyl aldehyde:NAD+ oxidoreductase (m) Neuron,h2o[mN] + nad[mN] + pylald[mN] --> 2.0 h[mN] + nadh[mN] + peracd[mN],0.0,-1.1102230246251565e-16
980,PYRt2m_Neuron,pyruvate mitochondrial transport via proton symport Neuron,h[cN] + pyr[cN] <=> h[mN] + pyr[mN],10.802599999999964,3.3306690738754696e-16
981,PYRt2r_Neuron,pyruvate reversible transport via proton symport Neuron,h[I] + pyr[I] <=> h[cN] + pyr[cN],0.0,3.3280069439011436e-31
982,RPE_Neuron,ribulose 5-phosphate 3-epimerase Neuron,ru5p-D[cN] <=> xu5p-D[cN],0.0,0.0
983,RPI_Neuron,ribose-5-phosphate isomerase Neuron,r5p[cN] <=> ru5p-D[cN],0.0,-0.0
984,SACCD3m_Neuron,"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial Neuron",akg[mN] + h[mN] + lys-L[mN] + nadph[mN] --> h2o[mN] + nadp[mN] + saccrp-L[mN],0.0,-3.2751579226442118e-15
985,SACCD4m_Neuron,"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial Neuron",h2o[mN] + nadp[mN] + saccrp-L[mN] --> L2aadp6sa[mN] + glu-L[mN] + h[mN] + nadph[mN],0.0,-2.7755575615628914e-16
986,SARCStm_Neuron,Sarcosine transport (mitochondrial) Neuron,sarcs[cN] --> sarcs[mN],0.0,0.0
987,SARDHm_Neuron,Sarcosine dehydrogenase (m) Neuron,fad[mN] + sarcs[mN] + thf[mN] --> fadh2[mN] + gly[mN] + mlthf[mN],0.0,2.220446049250313e-16
988,SERGLNexR_Neuron,L-Serine/Glutamine reversible exchange Neuron,gln-L[cN] + ser-L[I] --> gln-L[I] + ser-L[cN],0.0,8.881784197001252e-15
989,SERGLYexR_Neuron,L-Serine/Glycine reversible exchange Neuron,gly[cN] + ser-L[I] <=> gly[I] + ser-L[cN],2.3485014265294394e-14,-0.0
990,SERt4_Neuron,L-serine via sodium symport Neuron,na1[I] + ser-L[I] --> na1[cN] + ser-L[cN],0.0,1.5987211554602254e-14
991,SLDxm_Neuron,"L-sulfolactate dehydrogenase (NAD+), mitochondrial Neuron",nad[mN] + sl-L[mN] <=> 3spyr[mN] + h[mN] + nadh[mN],0.0,1.6653345369377348e-16
992,SPODMm_Neuron,superoxide dismutase Neuron,2.0 h[mN] + 2.0 o2s[mN] --> h2o2[mN] + o2[mN],2.842170943040401e-14,1.1102230246251565e-16
993,SSALxm_Neuron,succinate-semialdehyde dehydrogenase (NAD) reversible (mitochondrial) Neuron,h2o[mN] + nad[mN] + sucsal[mN] --> 2.0 h[mN] + nadh[mN] + succ[mN],0.0,1.099120794378905e-14
994,SUCCt2m_Neuron,"succinate transport, mitochondrial Neuron",pi[mN] + succ[cN] <=> pi[cN] + succ[mN],0.0,-1.3877787807814457e-15
995,SUCD1m_Neuron,succinate dehydrogenase Neuron,fad[mN] + succ[mN] <=> fadh2[mN] + fum[mN],10.802599999999964,-6.661338147750939e-16
996,SUCOAS1m_Neuron,Succinate--CoA ligase (GDP-forming) Neuron,coa[mN] + gtp[mN] + succ[mN] --> gdp[mN] + pi[mN] + succoa[mN],0.0,-1.9999999999999858
997,SUCOASm_Neuron,Succinate--CoA ligase (ADP-forming) Neuron,atp[mN] + coa[mN] + succ[mN] --> adp[mN] + pi[mN] + succoa[mN],0.0,-1.9999999999999858
998,SULFOX_Neuron,sulfite oxidase Neuron,2.0 ficytC[mN] + h2o[cN] + so3[cN] --> 2.0 focytC[mN] + 2.0 h[cN] + so4[cN],0.0,0.0
999,T2M26DCOAHLm_Neuron,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m) Neuron",h2o[mN] + t2m26dcoa[mN] <=> 3h26dm5coa[mN],0.0,0.0
1000,T4HCINNMFM_Neuron,4-hydroxycinnamate formation Neuron,34hpl[mN] --> T4hcinnm[mN] + h2o[mN],0.0,-8.881784197001252e-16
1001,TALA_Neuron,transaldolase Neuron,g3p[cN] + s7p[cN] <=> e4p[cN] + f6p[cN],0.0,0.0
1002,TCYNTt_Neuron,Thiocyanate transport via diffusion (cytosol to extracellular) Neuron,tcynt[cN] --> tcynt[I],0.0,0.0
1003,TCYNTtm_Neuron,Thiocyanate transport via diffusion (mitochondrial) Neuron,tcynt[mN] --> tcynt[cN],0.0,0.0
1004,THD1m_Neuron,NAD(P) transhydrogenase Neuron,h[cN] + nadh[mN] + nadp[mN] <=> h[mN] + nad[mN] + nadph[mN],-10.802599999999963,-5.551115123125783e-16
1005,THFtm_Neuron,"5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial Neuron",thf[cN] <=> thf[mN],0.0,0.0
1006,THYMDt1_Neuron,thymd transport Neuron,thymd[I] --> thymd[cN],0.0,0.0
1007,TKT1_Neuron,transketolase Neuron,r5p[cN] + xu5p-D[cN] <=> g3p[cN] + s7p[cN],0.0,0.0
1008,TKT2_Neuron,transketolase Neuron,e4p[cN] + xu5p-D[cN] <=> f6p[cN] + g3p[cN],0.0,0.0
1009,TMDK1m_Neuron,thymidine kinase (ATP:thymidine) Neuron,atp[mN] + thymd[mN] --> adp[mN] + dtmp[mN] + h[mN],0.0,-1.9999999999999831
1010,TPI_Neuron,triose-phosphate isomerase Neuron,dhap[cN] <=> g3p[cN],1.8822999999999999,0.0
1011,TRDRm_Neuron,thioredoxin reductase (NADPH) Neuron,h[mN] + nadph[mN] + trdox[mN] --> nadp[mN] + trdrd[mN],0.0,-1.6653345369377348e-16
1012,TYRTAm_Neuron,"tyrosine transaminase, mitochondrial Neuron",akg[mN] + tyr-L[mN] <=> 34hpp[mN] + glu-L[mN],0.0,8.881784197001252e-16
1013,UPP3S_Neuron,uroporphyrinogen-III synthase Neuron,hmbil[cN] --> h2o[cN] + uppg3[cN],0.0,-8.881784197001252e-16
1014,UPPDC1_Neuron,uroporphyrinogen decarboxylase (uroporphyrinogen III) Neuron,4.0 h[cN] + uppg3[cN] --> 4.0 co2[cN] + cpppg3[cN],0.0,2.4424906541753444e-15
1015,URIt_Neuron,uridine facilated transport in cytosol Neuron,uri[I] <=> uri[cN],0.0,0.0
1016,VALTA_Neuron,valine transaminase Neuron,akg[cN] + val-L[cN] <=> 3mob[cN] + glu-L[cN],0.0,0.0
1017,VALTAm_Neuron,"valine transaminase, mitochondiral Neuron",akg[mN] + val-L[mN] <=> 3mob[mN] + glu-L[mN],-1.1743200289695877e-28,-7.105427357601002e-15
1018,VALt5m_Neuron,Valine reversible mitochondrial transport Neuron,val-L[cN] <=> val-L[mN],-1.1743200289695877e-28,-0.0
1019,VALtec_Neuron,L-valine transport via diffusion (extracellular to cytosol) Neuron,val-L[I] <=> val-L[cN],-1.1743200289695877e-28,-0.0
